,project,dependencyProblems,nonDependencyProblems,cranDependencies,nonCranDependencies,createdAtMillis,descriptionChurn,sourceContributors,issueContributors,PRContributors,forksCount,watchersCount,starsCount,isCRAN,sourceLOC,soureceFiles,commentsCount,downstreamProjects,upstreamContributions,upstreamContributionsFraction,upstreamIssueContributions,upstreamIssueContributionsFraction,upstreamAllContributions,upstreamAllContributionsFraction,uniqueUsersAll,averageUpstreamVersion,averageUpstreamReleases,averageUpstreamAge
396,kozo2_keggapi,0,23,2,2,1349857151000,2,1,1,1,0,0,0,False,138,4,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
398,manifestoproject_manifestor,0,1,14,2,1430235203000,97,1,2,2,0,11,11,True,1949,17,1079,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5833333333333333,3.3802968216776734,1610.583333333333
401,cdtait_rbetfair,1,3,5,0,1412864800000,2,1,2,2,2,2,2,False,3253,16,3160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,1.7293144208037825,3247.0
404,tgirke_longevitytools,0,1,4,3,1450291672000,14,3,0,1,2,1,1,False,398,10,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,4.186357723251418,1398.666666666667
405,zachcp_phylogeo,10,14,18,2,1401830863000,66,1,4,5,1,4,4,False,793,7,1003,0.0,1.0,0.06666666666666668,4.0,0.05333333333333334,4.0,0.05333333333333334,5,2.1052631578947367,3.3602421828794107,1930.666666666667
410,datashield_dsbase,0,1,0,0,1360610498000,151,2,0,1,1,1,1,False,514,26,391,5.0,,,,,,,1,,,
417,ropensci_gigadb,0,1,2,0,1408473353000,2,1,2,2,0,2,2,False,78,2,105,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2,2.0,2.572435395458105,1277.0
423,markheckmann_mat2tex,1,14,3,1,1408397899000,3,1,1,1,1,0,0,False,350,8,472,2.0,0.0,0.0,1.0,0.5,1.0,0.5,1,1.6666666666666667,4.372107928604777,1216.3333333333333
424,paleo13_marxan,3,11,22,0,1421462307000,24,5,2,4,6,7,7,False,2396,19,1869,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.3125,4.86134244861553,2248.5625
428,christopherlucas_matchingfrontier,0,28,4,0,1369942470000,24,3,3,4,1,5,5,True,843,37,44,1.0,,,,,,,4,3.0,3.0259609709450594,2493.6666666666665
435,ecpolley_superlearner,9,15,29,2,1302931131000,39,4,8,9,15,51,51,True,2175,49,410,24.0,1.0,0.04166666666666666,1.0,0.018518518518518517,1.0,0.018518518518518517,9,3.1739130434782608,2.4083146782289666,3058.5714285714284
436,dpritchard_frair,2,20,4,2,1368974656000,11,1,2,2,1,0,0,True,1176,21,319,1.0,,,,,,,2,2.0,2.23565441650548,3102.0
437,wrbrooks_gwselect,0,2,7,0,1386202371000,1,1,1,1,0,0,0,False,2086,40,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5,3.5465969009581584,2797.833333333333
438,jrnold_ggthemes,34,25,15,3,1346976007000,127,15,34,52,114,564,564,True,2258,30,2158,567.0,17.0,0.08717948717948718,43.0,0.06360946745562131,49.0,0.07248520710059171,52,1.8666666666666667,2.7178954873038146,1953.1333333333332
442,att_rcloud.dcplot,0,20,0,1,1425502825000,17,1,4,4,0,0,0,False,46,2,9,0.0,,,,,,,4,,,
444,cassj_hefceref,0,1,0,0,1366032422000,3,1,1,1,1,0,0,False,357,2,113,2.0,,,,,,,1,,,
445,vegandevs_vegan,36,121,5,2,1329128964000,180,12,27,35,24,53,53,True,18693,446,1788,865.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1.75,2.5843329045502057,3330.25
452,usgs-r_powstreams,39,52,9,6,1418062020000,85,5,4,6,6,1,1,False,569,43,687,3.0,10.0,0.18181818181818185,18.0,0.2727272727272727,21.0,0.2727272727272727,6,1.5,4.676542843268618,1082.3333333333333
454,wch_bisectr,0,2,1,0,1331576739000,6,1,2,2,0,5,5,True,92,1,125,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2.0,5.11266747868453,1642.0
455,fozy81_bikr,0,5,9,1,1409514804000,9,1,1,1,0,5,5,False,1003,14,681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.8333333333333333,3.5945851321028712,1569.0
459,walmes_wzrfun,0,1,10,0,1406042565000,14,1,2,2,0,1,1,False,485,17,906,1.0,0.0,0.0,1.0,0.125,1.0,0.125,2,2.4285714285714284,3.2452946308973885,2689.428571428572
460,aliceyiwang_mvabund,4,15,8,3,1441186299000,15,3,4,4,2,1,1,True,9990,93,2020,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,2.721121856866538,3576.6
463,datashield_dsgraphicsclient,0,1,0,2,1404779853000,6,2,1,1,0,0,0,False,767,10,360,3.0,3.0,0.75,0.0,0.0,3.0,0.5,1,3.0,,1221.0
469,michbur_biogram,0,2,6,0,1407242961000,24,3,1,2,1,0,0,True,866,28,2146,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.496080303634148,2280.833333333333
473,gastonstat_plspm,0,7,11,0,1382725035000,31,1,3,4,4,5,5,True,3084,58,2354,13.0,3.0,0.42857142857142855,0.0,0.0,3.0,0.10714285714285714,4,1.6,1.6054649366076696,2103.8
476,karel-kroeze_shadowcat,0,2,8,1,1424167770000,10,3,1,2,4,4,4,False,844,23,687,0.0,2.0,0.2222222222222222,1.0,0.16666666666666666,2.0,0.2222222222222222,2,2.0,2.3646492500262744,2493.6666666666665
477,mpiccirilli_weather,0,2,3,1,1419641180000,8,1,2,2,4,6,6,False,348,11,242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.6666666666666665,2.300093513451011,2007.0
478,stefvanbuuren_mice,3,7,15,6,1363800361000,26,4,4,10,9,12,12,True,4548,96,5780,289.0,1.0,0.0625,0.0,0.0,1.0,0.025,10,3.6,2.217758517566561,3811.888888888889
479,avantcredit_dbtest,2,5,3,1,1445018369000,20,1,1,4,1,2,2,False,115,4,132,1.0,0.0,0.0,1.0,0.125,1.0,0.125,4,2.5,2.356028667790894,2646.0
483,dichika_timecard,0,1,1,0,1449878347000,3,2,0,2,1,1,1,False,40,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.572435395458105,1277.0
484,llaniewski_gvector,0,1,1,0,1414660516000,2,2,0,1,1,0,0,False,362,3,57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.4620573355817874,2372.0
486,wilkox_treemapify,4,2,4,0,1391070851000,9,2,5,7,6,24,24,False,414,4,198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2.25,1.811964851096288,2562.5
487,gmonette_hg,0,2,3,0,1436168445000,2,1,1,1,0,0,0,False,61,5,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,3.7054412619381103,851.3333333333335
490,seelab_enar,24,143,8,3,1378399973000,38,4,7,7,5,3,3,True,1760,40,647,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2.1666666666666665,1.3817779350680934,3771.333333333334
492,metno_esd,28,131,6,0,1414489626000,12,3,20,20,5,4,4,False,24512,129,6276,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,1.2965957446808511,3503.8
493,tinu-schneider_dataviskaraufbereiten,0,1,3,0,1428145371000,6,1,0,1,0,0,0,False,252,5,231,1.0,0.0,0.0,1.0,0.5,1.0,0.5,1,1.3333333333333333,2.2319427445733435,1459.5
494,duncantl_rgoogledocs,2,4,2,1,1333475875000,3,1,12,12,7,21,21,False,1404,9,214,16.0,,,,,,,12,,,
495,robertzk_syberiastages,2,30,4,5,1398895686000,18,5,1,8,1,2,2,False,456,8,400,1.0,12.0,0.3,28.0,0.4375,28.0,0.4375,8,1.5,2.6461505899738413,1448.166666666667
498,jread-usgs_dinosvg,3,10,4,1,1424918792000,13,1,1,1,1,0,0,False,475,16,110,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1,1.75,2.547457953974999,1599.0
499,fawda123_swmpr,1,8,15,0,1409167406000,58,1,2,2,4,1,1,True,1356,6,1791,1.0,0.0,0.0,6.0,0.3333333333333333,7.0,0.3888888888888889,2,1.75,2.78682410692184,2008.166666666667
500,gvegayon_rgexf,0,7,7,0,1450210609000,25,4,1,1,0,1,1,True,1827,22,604,51.0,0.0,0.0,0.0,0.0,1.0,0.0625,1,2.25,1.587003108477042,2836.25
501,pacificclimate_climdex.pcic.ncdf,1,0,9,0,1402425278000,10,2,2,2,4,0,0,False,614,1,719,1.0,2.0,0.3333333333333333,1.0,0.16666666666666666,2.0,0.2222222222222222,2,1.4285714285714286,1.0390580592773042,3041.5
503,dankelley_imagedata,0,2,1,0,1394714217000,6,1,2,2,0,2,2,False,138,5,113,0.0,,,,,,,2,1.0,1.0,2190.0
505,kaybenleroll_evecalc,0,7,3,0,1345809486000,3,1,1,1,1,0,0,False,280,6,106,0.0,,,,,,,1,2.0,4.000730727073438,2737.0
508,lxy009_rconnect,0,2,1,0,1442454298000,1,1,1,1,0,0,0,False,73,2,9,0.0,,,,,,,1,,,
511,andrewheiss_limer,0,1,3,0,1433534399000,3,1,0,1,3,9,9,False,43,5,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3333333333333333,2.255431372184102,1033.6666666666667
514,mansmeg_markmyassignment,7,59,6,1,1411067446000,23,2,2,2,0,1,1,True,482,16,513,2.0,0.0,0.0,1.0,0.125,1.0,0.125,2,1.8333333333333333,3.1157071472310043,2189.6666666666665
518,undocumeantit_roxypackage,0,1,3,3,1436712810000,7,1,2,2,0,1,1,True,4829,23,1819,6.0,2.0,0.6666666666666666,2.0,0.3333333333333333,3.0,0.5,2,3.0,2.675912955245217,1402.0
522,ropensci_ravis,2,16,12,1,1383576692000,18,3,5,5,0,5,5,True,487,10,423,0.0,0.0,0.0,2.0,0.1,2.0,0.1,5,2.4444444444444446,4.6652475089359315,2757.333333333333
523,clarahapp_fundata,0,3,5,1,1437122032000,4,1,1,1,0,1,1,False,868,4,1948,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.4,1.854674553108857,3239.0
524,mmparker_tbdbaid,0,8,4,0,1374879277000,8,1,1,1,0,0,0,False,379,11,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.333333333333333,2.147668925818685,2007.0
529,bioconductor_motifdb,0,28,4,14,1389202094000,8,5,3,4,3,1,1,False,4188,25,975,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,,
530,dieterich-lab_cellplot,0,1,5,3,1441790622000,11,3,1,1,0,2,2,False,1089,10,695,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,4.097271074424332,2196.0
531,robertzk_ramd,0,16,3,0,1382551903000,28,5,1,6,2,6,6,True,248,9,107,3.0,3.0,0.2,9.0,0.5,9.0,0.5,6,1.6666666666666667,3.7873624071331586,1616.666666666667
532,gleon_rlakeanalyzer,0,63,1,0,1366237537000,49,5,13,15,12,4,4,True,1113,21,381,16.0,0.0,0.0,1.0,0.06666666666666668,1.0,0.06666666666666668,15,2.0,,2769.0
535,ropensci_nodbi,4,8,5,4,1427406525000,18,3,8,8,1,12,12,False,192,12,214,1.0,5.0,0.2777777777777778,13.0,0.2708333333333333,13.0,0.2708333333333333,8,1.25,3.9598336637193454,1064.25
536,ropensci_etseed,2,9,4,0,1423162234000,12,1,2,2,1,6,6,False,223,10,328,0.0,0.0,0.0,3.0,0.5,3.0,0.5,2,1.75,3.0936323235277983,1185.75
543,usepa_laketrophicmodelling,1,24,12,3,1409164695000,10,3,2,3,4,9,9,False,782,28,560,1.0,1.0,0.037037037037037035,1.0,0.037037037037037035,2.0,0.05555555555555555,3,2.090909090909091,2.7930990467425705,2024.7272727272727
544,noahhl_oauth,0,6,4,0,1301796575000,5,1,2,2,1,8,8,False,231,7,12,1.0,,,,,,,2,1.0,1.8826563507414567,3102.0
545,sidjai_biosplit,1,1,12,1,1439507997000,13,1,1,1,0,0,0,False,3092,17,552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.1666666666666665,3.5105390776726693,2504.818181818182
549,inzightvit_inzightts,1,0,0,3,1359699549000,22,6,2,2,1,0,0,False,2171,13,598,2.0,5.0,0.8333333333333334,2.0,1.0,5.0,0.8333333333333334,2,,,
555,luca-scr_qcc,0,8,1,0,1444738932000,2,2,2,2,2,1,1,True,2806,11,242,73.0,,,,,,,2,,,
561,sneumann_mtbls2,5,10,2,5,1336660489000,11,3,3,5,6,3,3,False,2,1,3,0.0,2.0,0.09523809523809523,3.0,0.08571428571428573,3.0,0.08571428571428573,5,2.0,5.472975800244462,1494.333333333333
564,gaborcsardi_closure,0,1,1,0,1407278529000,1,1,2,2,0,1,1,False,75,2,11,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.4620573355817874,2372.0
567,tmills-usgs_under-ice,0,27,5,2,1430179835000,3,1,2,2,0,0,0,False,577,11,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.736497211404186,2745.0
569,gvegayon_twitterreport,0,3,22,1,1436342981000,27,2,1,2,2,20,20,False,1237,29,1215,2.0,2.0,0.08333333333333333,2.0,0.08333333333333333,3.0,0.08333333333333333,2,1.5833333333333333,2.6906520922240773,1310.1818181818182
570,pljv_landsatworkbench,0,3,0,0,1427144484000,9,1,1,1,0,0,0,False,316,3,140,0.0,,,,,,,1,,,
572,eddelbuettel_rfoaas,1,8,1,0,1374332905000,26,3,2,4,3,16,16,True,73,1,35,2.0,0.0,0.0,1.0,0.25,1.0,0.25,4,2.0,2.572435395458105,1277.0
584,r4atlantis_atlantisom,3,22,8,0,1449364466000,17,7,8,8,2,0,0,False,1351,52,1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.8571428571428568,2.6315007351756146,1536.0
586,rappster_arrayr,0,8,1,1,1416263405000,19,1,1,1,0,0,0,False,1817,18,267,0.0,1.0,0.5,1.0,0.5,2.0,1.0,1,1.0,,628.0
588,danielkrizian_rba,0,4,5,0,1404906279000,1,1,1,1,2,2,2,False,69,1,1,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.6666666666666666,1,1.6666666666666667,2.9881124369976564,2615.333333333333
589,smbache_magrittr,1,115,2,0,1388583001000,21,16,61,77,54,352,352,True,207,12,541,1370.0,4.0,0.125,25.0,0.16233766233766234,28.0,0.18181818181818185,77,2.0,3.2328568213557927,1459.5
590,gdemin_excel.link,0,2,1,4,1405110409000,22,1,3,3,3,5,5,True,1841,23,1365,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,4.003656307129798,547.0
592,venyao_intansv,0,1,1,4,1437033054000,1,1,1,1,0,1,1,False,1432,12,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,2013.5
593,renkun-ken_coder,0,1,2,0,1406037664000,1,1,1,1,1,1,1,False,24,3,4,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1,2.0,3.2328568213557927,1459.5
601,vathymut_indemnity,1,0,5,0,1438010530000,1,1,1,1,0,0,0,False,201,16,335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.1068872753089396,2226.0
602,homebankcode_darcleits,1,1,5,0,1440774793000,2,1,1,1,0,0,0,False,85,6,32,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666,2.0,0.6666666666666666,1,1.4,2.3389828313875163,1204.2
603,johncollins_explr,1,14,3,0,1403737440000,5,1,1,1,0,0,0,False,85,3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,4.0854158809306345,2189.5
607,rdtaylor_bestsubsetga,0,1,4,0,1430346092000,1,1,1,1,0,0,0,False,106,1,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.7873624071331586,2007.0
609,config-i1_prognosis,1,16,7,2,1422413419000,24,1,1,1,0,0,0,False,2182,13,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,2.5321364839207634,2615.333333333333
611,braunm_sparsemvn,0,1,5,0,1406751214000,7,1,0,1,0,0,0,True,62,2,66,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.214232078195932,2197.5
612,joelcarlson_rimagepalette,3,2,5,0,1449625325000,10,2,4,4,1,30,30,True,126,6,247,0.0,0.0,0.0,3.0,0.25,4.0,0.3333333333333333,4,1.6,1.6468964522463785,2189.6
613,centerforassessment_sgp,40,837,17,11,1325735500000,833,4,3,4,12,10,10,True,18186,82,1391,81.0,6.0,0.25,3.0,0.125,6.0,0.2,4,2.7,2.548771701417319,2971.714285714286
614,nicebread_rsa,0,1,13,1,1380541777000,25,1,0,2,2,2,2,True,2374,19,1128,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.4444444444444446,2.8272874725694117,3085.333333333333
615,joshuaulrich_xtsextra,17,1,4,0,1423486027000,3,5,3,3,2,6,6,False,2521,19,1267,21.0,3.0,0.3,0.0,0.0,3.0,0.21428571428571427,3,1.3333333333333333,2.1572104018912532,3102.0
616,rommelnc_hudar,1,1,29,2,1438972700000,2,1,2,2,1,1,1,False,1683,16,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.2105263157894743,2.911378726919432,2796.3684210526317
618,pranageo_spectral,0,8,3,1,1423221142000,23,2,2,2,1,0,0,False,1660,7,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.333333333333333,5.523384948296694,2737.0
623,thierryo_multimput,3,8,12,2,1458985711000,18,1,1,3,0,0,0,False,2604,49,379,1.0,0.0,0.0,1.0,0.037037037037037035,1.0,0.037037037037037035,3,1.7272727272727273,2.7213592629597714,2298.6363636363635
625,lbraglia_aprean3,0,1,0,0,1419073388000,11,1,2,2,0,0,0,True,285,155,2185,1.0,,,,,,,2,,,
628,koalha_sidtraits,1,0,3,0,1399260330000,4,3,0,2,1,6,6,False,116,2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,1.6164284106778966,1459.5
629,philchalmers_mirt,11,63,22,3,1328296105000,350,5,18,21,19,34,34,True,13591,65,5548,41.0,1.0,0.02,5.0,0.023809523809523808,5.0,0.023809523809523808,21,9.23076923076923,3.4885457532710986,2528.923076923077
630,huashan_ezdf,0,1,3,0,1450171635000,6,1,2,2,0,0,0,False,464,5,140,1.0,0.0,0.0,1.0,0.5,1.0,0.5,2,1.3333333333333333,2.7624466558268796,1459.666666666667
632,cloudyr_aws.cloudtrail,0,2,3,0,1419432085000,5,1,1,1,1,0,0,False,213,6,113,0.0,1.0,0.5,2.0,1.0,2.0,1.0,1,1.3333333333333333,2.954407825699802,793.6666666666665
634,robertness_pathflow,0,3,2,2,1424283214000,6,1,1,1,0,0,0,False,202,4,79,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1,1.5,4.003656307129798,513.5
635,gaborcsardi_tab,0,3,3,1,1423858129000,2,1,1,1,1,3,3,True,180,2,83,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1,2.0,2.8992187957616435,1273.0
636,chrisamiller_readdepth,0,2,2,3,1426641841000,1,1,3,3,0,3,3,False,1079,8,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,,
637,renlund_dataman,0,1,5,1,1427887770000,7,1,1,1,0,0,0,False,592,11,295,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1,2.0,2.566885449069121,2235.25
648,jreiche_multifuse,0,2,4,0,1429523779000,5,2,1,2,3,7,7,False,225,8,300,0.0,,,,,,,2,2.0,4.869880396737104,2645.75
651,henrikbengtsson_aroma.apd,0,2,4,1,1402799824000,31,1,1,1,0,0,0,True,800,21,1232,3.0,4.0,1.0,4.0,1.0,4.0,1.0,1,,,
652,stevecassidy_emur,0,1,2,2,1405473864000,21,1,2,2,6,0,0,True,3456,55,832,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,,549.0
653,davharris_mistnet2,2,51,9,0,1449978148000,12,1,1,2,0,4,4,False,691,20,504,1.0,1.0,0.2,2.0,0.2,2.0,0.2,2,9.142857142857142,2.999473009834862,1786.7142857142858
655,kenkellner_jagsui,5,2,3,6,1400531800000,39,1,7,7,1,6,6,True,912,27,128,12.0,,,,,,,7,1.0,2.8135520740407283,2980.333333333333
656,tamartsi_aclust,0,1,2,2,1401727804000,4,2,0,1,2,2,2,False,776,23,84,0.0,,,,,,,1,2.0,2.3670320302033856,4106.0
659,meefen_lagseq,1,0,1,0,1391388813000,1,1,1,1,0,1,1,False,107,2,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,5.177304964539007,3102.0
661,cocinerox_retro,0,3,0,0,1418601125000,1,2,2,2,1,1,1,False,141,6,138,0.0,,,,,,,2,,,
669,krlmlr_mangow,3,5,4,0,1421665242000,13,1,1,1,1,1,1,False,59,4,24,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1,2.333333333333333,2.3111220561975823,2858.666666666666
670,pilaboratory_gillescom,6,6,4,5,1445477431000,7,1,1,1,0,0,0,False,207,6,194,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.5,2.3935462996686687,1824.5
672,chrishaid_illuminater,0,2,10,0,1440617909000,4,1,0,1,0,1,1,False,530,6,101,1.0,0.0,0.0,2.0,0.2,2.0,0.2,1,1.625,2.010937263155449,1642.0
673,pablobarbera_scholarnetwork,0,1,4,0,1449640075000,1,1,1,1,0,17,17,False,44,3,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,1.757299758119446,2007.0
674,romunov_zvau,0,4,8,0,1420023499000,15,1,2,2,0,0,0,False,343,19,405,0.0,1.0,0.2,1.0,0.1,1.0,0.1,2,2.25,6.861515009706976,2393.375
676,rglab_flowclust,5,8,7,6,1347652743000,114,3,7,7,2,1,1,False,1922,7,1216,12.0,2.0,0.3333333333333333,4.0,0.2857142857142857,4.0,0.2857142857142857,7,1.6,1.3102170642596174,3613.2
678,trinker_qdaptools,3,4,9,3,1397916007000,34,3,2,3,0,2,2,True,1110,25,1103,19.0,5.0,0.2777777777777778,12.0,0.6666666666666666,12.0,0.6666666666666666,3,1.7777777777777777,3.182725532483135,1928.111111111111
682,jeff-hughes_reghelper,0,1,4,0,1423878398000,6,1,1,1,0,2,2,False,958,9,1145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.75,2.8511687504009267,2919.5
683,aiorazabala_qmethod,55,290,6,2,1415971850000,18,2,6,8,5,10,10,True,1491,28,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.75,3.0600694604059178,2463.25
684,nickytong_drexplorer,0,3,12,1,1392077381000,27,1,3,3,4,3,3,False,1723,9,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.8888888888888888,2.4011211222433846,2102.25
687,slycoder_jjplot,1,24,3,1,1427179073000,4,0,1,1,0,0,0,False,1735,8,77,0.0,,,0.0,0.0,0.0,0.0,1,2.6666666666666665,1.8042123361272293,3102.0
689,ramnathv_slidify,248,230,8,1,1339076731000,28,7,257,265,298,670,670,False,841,18,473,562.0,5.0,0.11904761904761905,56.0,0.03522012578616352,60.0,0.03773584905660377,265,1.75,3.258193302440057,1751.625
696,vanatteveldt_rsyntax,0,2,4,0,1445088070000,3,2,3,3,0,1,1,False,200,6,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.6167609191231096,2836.25
701,tengfei_chromatoplots,2,2,3,6,1285029364000,9,1,3,3,2,3,3,False,1917,38,770,5.0,1.0,0.25,0.0,0.0,2.0,0.16666666666666666,3,2.4,1.7566514290676638,1737.666666666667
702,projectmosaic_fetch,0,6,2,0,1432629967000,1,1,1,1,0,0,0,False,207,3,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0911808669656202,2007.0
704,lem-usp_evolqg,22,84,19,6,1380296804000,116,4,7,8,6,4,4,True,1704,46,1866,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.1538461538461537,3.107259119780556,2340.6363636363635
711,sws-methodology_faoswsfeed,4,14,4,2,1444834819000,15,2,2,2,0,0,0,False,1303,46,691,1.0,1.0,0.125,3.0,0.375,3.0,0.375,2,1.75,3.8584851804465856,2380.0
713,scristia_cnpbayes,1,3,14,16,1384922498000,26,3,2,2,1,4,4,False,2974,25,1632,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.8888888888888888,1.9840993767404058,2440.5
716,richfitz_remoji,0,6,1,0,1423785971000,1,1,6,6,3,28,28,False,106,2,58,2.0,0.0,0.0,3.0,0.5,3.0,0.5,6,2.0,2.4620573355817874,2372.0
718,contravariant_mplyr,1,0,10,1,1425852659000,8,1,0,2,2,0,0,False,629,4,470,1.0,1.0,0.09090909090909093,0.0,0.0,1.0,0.045454545454545456,2,1.7777777777777777,2.2882758027967127,1354.888888888889
730,ropensci_ropenscitoolkit,1,2,3,1,1328563089000,8,2,3,3,1,3,3,False,121,8,154,0.0,2.0,0.3333333333333333,6.0,0.6666666666666666,6.0,0.6666666666666666,3,1.5,4.001566170712607,1277.0
732,pingles_redshift-r,0,15,1,0,1367310819000,3,4,6,9,18,56,56,False,46,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,,,
733,lianos_biosignals,0,6,4,3,1318957853000,8,1,1,1,0,2,2,False,727,10,252,1.0,0.0,0.0,1.0,0.25,1.0,0.25,1,3.0,2.215384050541729,2372.0
736,aydindemircioglu_svmbridge,6,26,19,3,1421068686000,26,2,3,3,0,2,2,False,4661,54,2145,4.0,0.0,0.0,6.0,0.18181818181818185,6.0,0.18181818181818185,3,2.2142857142857144,2.76624485890726,2051.6153846153848
737,australianantarcticdatacentre_raadsync,2,17,8,0,1414135719000,47,2,2,2,0,0,0,False,737,7,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,2.613430395400912,1750.666666666667
744,bwrc_colibri,1,1,9,1,1410262889000,3,2,1,1,0,0,0,False,1438,21,1514,0.0,1.0,0.1,0.0,0.0,1.0,0.1,1,2.4285714285714284,3.619590265976474,2756.4285714285716
745,mpastell_rpyplot,1,4,3,1,1427833182000,5,2,3,3,3,8,8,False,403,4,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,1.5009140767824498,1368.5
747,philchalmers_mirtcat,7,3,10,3,1408049848000,72,1,5,5,6,19,19,True,1650,19,844,2.0,2.0,0.3333333333333333,3.0,0.1,4.0,0.13333333333333333,5,1.5714285714285714,4.72964791334266,1881.2857142857144
754,atbroman_allez,0,5,0,7,1368197946000,13,3,0,3,3,1,1,False,530,7,81,2.0,,,,,,,3,2.0,,
755,mikeksmith_rspeaksnonmem,0,7,3,1,1435949562000,4,4,4,4,3,5,5,False,476,16,220,0.0,1.0,0.08333333333333333,2.0,0.16666666666666666,2.0,0.16666666666666666,4,3.0,2.5189648365590687,1642.0
757,thomasp85_msgfplus,3,7,3,2,1370343191000,17,2,3,3,1,1,1,False,1844,21,1556,4.0,2.0,0.3333333333333333,2.0,0.2222222222222222,2.0,0.2222222222222222,3,2.0,3.2328568213557927,1459.5
761,slowkow_centipede.tutorial,1,1,0,3,1435946244000,2,1,2,2,3,4,4,False,91,2,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,
763,cdeterman_gpurcuda,1,0,5,1,1432665581000,5,1,2,2,1,7,7,False,445,11,373,1.0,1.0,0.5,2.0,0.5,2.0,0.5,2,2.0,2.4620573355817874,2372.0
765,jyypma_nloptr,0,20,1,0,1398275086000,40,2,17,20,3,6,6,True,1249,23,360,117.0,0.0,0.0,1.0,0.05,1.0,0.05,20,2.0,2.4620573355817874,2372.0
