,project,dependencyProblems,nonDependencyProblems,cranDependencies,nonCranDependencies,createdAtMillis,descriptionChurn,sourceContributors,issueContributors,PRContributors,forksCount,watchersCount,starsCount,isCRAN,sourceLOC,soureceFiles,commentsCount,downstreamProjects,upstreamContributions,upstreamContributionsFraction,upstreamIssueContributions,upstreamIssueContributionsFraction,upstreamAllContributions,upstreamAllContributionsFraction,uniqueUsersAll,averageUpstreamVersion,averageUpstreamReleases,averageUpstreamAge
8026,dkvale_aircas,0,40,1,0,1443025619000,5,1,2,2,0,0,0,False,7,2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2.0018281535649,547.0
8027,jebyrnes_hadsstr,0,2,3,0,1418177759000,9,2,1,2,4,4,4,False,164,12,348,1.0,,,,,,,2,2.0,1.864324091983666,3893.0
8029,dalejbarr_funfact,0,1,2,0,1432479608000,3,1,1,1,0,4,4,False,388,3,189,1.0,,,,,,,1,,,
8030,mareframe_vat,3,13,11,0,1424366928000,11,1,3,3,5,2,2,False,939,3,173,0.0,0.0,0.0,1.0,0.03333333333333333,1.0,0.03333333333333333,3,1.7777777777777777,2.4949286407113958,1949.7777777777774
8039,cschroed-usgs_jaguar,0,6,6,0,1449781881000,5,1,0,1,0,0,0,True,3,1,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6666666666666665,3.8372610931548703,1642.0
8041,dmpe_urlshortener,3,7,6,0,1432633560000,55,1,5,5,2,7,7,True,375,9,836,2.0,0.0,0.0,7.0,0.35,7.0,0.35,5,2.5,2.749221089468456,1459.5
8042,abs-dev_mf,0,1,0,1,1406316389000,3,1,1,1,1,1,1,True,545,11,607,0.0,,,,,,,1,,,
8044,trinker_qdapregex,3,17,8,2,1407645336000,62,1,4,4,2,5,5,True,1299,62,2764,19.0,4.0,0.5714285714285714,6.0,0.21428571428571427,6.0,0.21428571428571427,4,1.6666666666666667,3.1774659757200414,1507.625
8054,adeckmyn_maps,1,3,2,3,1438392436000,41,1,1,1,1,11,11,True,986,9,203,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5,1.075790469210382,3467.0
8055,matthewwolak_icc,0,2,0,0,1433918302000,3,1,2,2,0,2,2,True,261,5,0,12.0,,,,,,,2,,,
8056,charles-plessy_oscr,0,1,1,0,1377417157000,6,2,0,1,1,1,1,False,77,5,9,0.0,,,,,,,1,2.0,4.000730727073438,2737.0
8058,stanstrup_chemhelper,1,1,12,10,1394792540000,24,1,1,1,1,0,0,False,515,11,64,5.0,1.0,0.07142857142857142,3.0,0.21428571428571427,4.0,0.2857142857142857,1,1.6363636363636365,2.167923449233955,1905.8181818181815
8059,ropensci_rgem,0,2,8,0,1415818397000,9,1,2,2,0,2,2,False,52,3,35,0.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.08333333333333333,2,2.25,3.53364690738321,2005.875
8065,hrbrmstr_nominatim,0,5,7,2,1438116594000,12,3,4,4,4,8,8,False,300,7,320,2.0,2.0,0.13333333333333333,3.0,0.15,4.0,0.2,4,1.5714285714285714,3.851297192659064,1485.571428571429
8066,eodagmbh_translatespss2r,0,1,9,0,1413905188000,4,0,2,2,0,2,2,True,4949,54,3897,0.0,,,0.0,0.0,0.0,0.0,2,1.875,2.809637970250234,2604.125
8067,seankross_lego,0,3,2,0,1408600009000,3,2,3,3,8,64,64,False,44,3,43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,2.0018281535649,547.0
8068,rparrish_rpamisc,0,4,5,0,1398908895000,7,1,1,1,0,0,0,False,327,15,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,2.8915295551493,635.25
8072,dpasqualin_sfreemap,0,14,10,1,1440188545000,11,1,1,1,0,0,0,False,1134,9,246,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1,2.625,3.3555844213477988,2326.375
8074,indicodatasolutions_indicoio-r,1,66,7,1,1412368901000,25,5,4,6,0,5,5,False,541,25,682,0.0,0.0,0.0,1.0,0.04166666666666666,1.0,0.03571428571428571,6,1.4285714285714286,1.6890145425915617,2033.142857142857
8075,swihart_lasagnar,0,1,3,0,1415189176000,5,2,0,2,3,4,4,False,147,9,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.8903677768134572,2737.0
8079,nicholasehamilton_ggtern,10,18,9,1,1386890611000,102,3,8,10,6,17,17,True,3327,65,2068,31.0,0.0,0.0,1.0,0.016666666666666666,1.0,0.016666666666666666,10,1.75,2.1937602147752933,2239.125
8081,volkerschmid_bioimagetools,0,2,5,3,1434034857000,13,2,0,2,1,1,1,False,1665,44,440,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.75,3.561630231234856,2798.0
8083,jbrenn_analysegeotop,0,4,16,2,1429013662000,10,1,1,1,0,0,0,False,2277,14,786,2.0,1.0,0.07692307692307693,1.0,0.07692307692307693,1.0,0.07692307692307693,1,2.0769230769230766,3.967786641146765,2343.923076923077
8088,green-striped-gecko_popgenreport,1,0,23,5,1429090403000,6,1,2,2,2,2,2,True,1482,16,416,4.0,0.0,0.0,2.0,0.07692307692307693,3.0,0.07692307692307693,2,2.05,3.5122740105327463,2610.85
8093,carloscinelli_svalues,0,4,5,0,1438547229000,11,1,1,1,0,1,1,True,303,4,319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.25,2.3598877151046658,2007.0
8094,braithwaite_mgraster,3,23,2,1,1390508457000,13,1,1,1,0,0,0,True,255,2,186,3.0,,,,,,,1,,,
8095,gregmacfarlane_ctpp_flows,1,3,1,0,1429205064000,5,1,2,2,1,1,1,False,66,4,103,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2,1.0,2.0018281535649,547.0
8097,jbryer_ipeds,0,3,5,1,1322051688000,2,1,3,3,3,6,6,False,616,12,172,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2.4662059548530784,2098.25
8099,jeffreyhorner_rook,5,26,3,4,1303357982000,4,6,11,17,20,98,98,True,1876,24,222,102.0,2.0,0.3333333333333333,0.0,0.0,2.0,0.1111111111111111,17,2.0,0.4706640876853643,3102.0
8102,smc77_rlglue,1,6,2,0,1410530127000,2,1,2,2,0,2,2,False,600,9,722,0.0,0.0,0.0,2.0,0.5,2.0,0.5,2,1.0,,504.0
8105,ujjwalkarn_xda,0,2,0,0,1436162972000,5,2,0,1,3,6,6,False,182,5,93,0.0,,,,,,,1,,,
8106,beanumber_macleish,0,4,7,0,1446142438000,45,5,2,2,1,0,0,False,99,4,149,0.0,2.0,0.08,1.0,0.1,3.0,0.12,2,1.3333333333333333,3.9493078684254144,1398.666666666667
8107,quantgen_linkedmatrix,0,1,2,1,1442420761000,21,2,2,2,0,0,0,True,511,6,305,2.0,1.0,0.25,1.0,0.25,1.0,0.25,2,2.5,2.2311898541222925,2737.0
8109,dcangst_fitr,0,3,2,0,1402924505000,8,1,0,1,0,0,0,False,344,4,188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,2769.0
8113,jbryer_likert,16,36,8,2,1336140128000,26,5,52,59,50,88,88,True,1701,29,634,40.0,2.0,0.05,12.0,0.025423728813559324,13.0,0.02708333333333333,59,2.0,3.4547742152106395,2324.125
8121,jknowles_eeptools,10,21,16,0,1342898211000,39,3,3,4,8,13,13,True,712,23,872,31.0,0.0,0.0,3.0,0.06818181818181818,3.0,0.06818181818181818,4,1.9333333333333331,3.314881379326765,2666.133333333333
8126,jeroenooms_opencpu.encode,1,0,2,1,1311705682000,8,1,1,1,0,7,7,True,312,21,144,10.0,,,,,,,1,2.0,,
8127,lwaldron_doppelgangr,3,13,18,16,1371766562000,50,3,2,2,3,1,1,False,4882,24,365,2.0,0.0,0.0,4.0,0.125,6.0,0.125,2,2.071428571428572,2.3710515850179523,2737.1666666666665
8131,myeomans_discstats,0,1,4,1,1450358136000,1,1,0,2,1,1,1,False,1533,41,381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.5140884038419,3512.75
8136,raquamaps_raquamaps,0,1,19,2,1426502074000,14,1,1,1,0,1,1,False,1224,17,1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.875,4.371686854223592,1775.8666666666666
8137,collectivemedia_ssh.utils,0,2,1,0,1405828961000,5,1,1,2,1,2,2,True,129,7,402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.2310286677908937,2372.0
8139,trevorld_tldutils,0,3,3,0,1367629256000,5,1,1,1,0,0,0,False,72,2,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,2.9141612845523306,1885.333333333333
8141,ss3sim_ss3sim,61,165,16,5,1365109153000,140,11,16,16,11,10,10,True,4549,95,3820,8.0,0.0,0.0,1.0,0.005208333333333333,2.0,0.010416666666666666,16,2.142857142857143,2.413472212815328,2219.153846153846
8146,pf2-pasteur-fr_sartools,4,4,2,6,1418117475000,25,1,3,3,5,2,2,False,825,39,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.25,2.5901582631716047,1824.5
8150,robkemp_codemog,0,1,3,0,1416236355000,11,1,1,1,0,2,2,False,197,7,167,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3333333333333333,4.226081657525898,547.0
8151,hrbrmstr_swagger,0,1,4,0,1439502621000,2,1,1,1,1,6,6,False,111,7,26,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.16666666666666666,1,1.75,2.7902909956604645,1274.0
8153,kojitominaga_flaker,0,3,1,1,1382514415000,8,1,0,1,0,2,2,False,1040,9,159,2.0,1.0,0.5,1.0,0.5,1.0,0.5,1,1.0,4.235976789168278,2036.5
8154,swarm-lab_videoplayr,0,3,5,1,1406727085000,14,1,4,4,5,33,33,False,153,8,540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.6666666666666665,4.076574945057777,1885.333333333333
8164,cttedwards_lhm,0,1,2,1,1441926394000,2,1,1,1,0,0,0,False,450,18,555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.2328568213557927,1459.5
8165,dspim_dspckan,0,1,5,0,1428226901000,6,1,0,1,0,1,1,False,98,2,9,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1,1.6666666666666667,2.572435395458105,920.6666666666665
8168,gui11aume_vtrackr,0,2,0,0,1317664184000,15,1,3,3,0,2,2,False,238,11,73,2.0,,,,,,,3,,,
8171,talgalili_dendextendrcpp,2,0,5,1,1376678223000,21,2,1,2,3,12,12,True,98,9,504,11.0,3.0,0.375,4.0,0.5,4.0,0.5,2,2.0,3.0005714842933595,1642.0
8173,usgs-r_smwrqw,0,12,11,5,1362612095000,17,2,6,6,3,1,1,False,7291,130,5401,8.0,9.0,0.5,13.0,0.24074074074074076,14.0,0.25925925925925924,6,2.2857142857142856,2.983361316354351,3284.5714285714284
8176,frankkramer_rbiopaxparser,1,2,6,3,1341407747000,19,1,5,5,1,5,5,False,1766,12,2453,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.333333333333333,2.2003653635367195,4106.0
8177,krlmlr_import.gen,0,5,7,0,1441102749000,12,1,2,2,0,2,2,False,128,5,73,1.0,4.0,0.5714285714285714,7.0,0.5,7.0,0.5,2,2.0,2.309721372286672,1627.571428571429
8178,dardisco_survmisc,2,5,14,3,1375038917000,18,2,3,4,4,2,2,True,1663,18,2239,6.0,0.0,0.0,2.0,0.1,2.0,0.1,4,2.1818181818181817,2.20032334968777,3467.1111111111113
8179,vijaybarve_bdsns,0,2,3,0,1434016917000,12,1,1,1,0,0,0,False,164,7,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.23565441650548,3102.0
8181,ropensci_chromer,3,17,5,0,1417417312000,10,3,5,5,0,1,1,True,107,3,100,2.0,0.0,0.0,8.0,0.5333333333333333,8.0,0.5333333333333333,5,2.6,2.785364037317376,1715.0
8182,eriqande_inbredpermute,0,1,3,0,1405379894000,3,2,1,1,0,0,0,False,77,3,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.2328568213557927,1896.0
8183,michaelchirico_funchir,0,2,0,0,1443036197000,6,1,1,1,0,0,0,False,173,1,61,2.0,,,,,,,1,,,
8187,heckendorfc_hanku,0,1,1,0,1430150003000,2,2,0,1,0,0,0,False,143,4,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.8826563507414567,3102.0
8188,nipfpmf_eventstudies,1,2,6,0,1428572591000,4,5,2,2,0,1,1,True,1551,14,425,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.6857212400435926,2554.5
8189,hafen_nxcore,0,7,18,2,1427329131000,11,2,1,1,1,0,0,False,1289,17,603,1.0,2.0,0.1,3.0,0.3,5.0,0.25,1,1.7857142857142858,2.9049880211098995,1483.0
8192,hafen_stlplus,0,1,4,2,1449623210000,8,1,1,1,2,10,10,True,708,7,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,2.8195199637289985,2737.0
8193,dkahle_algstat,0,2,10,1,1417823412000,16,1,2,2,0,0,0,True,2676,52,3733,0.0,1.0,0.16666666666666666,2.0,0.16666666666666666,2.0,0.16666666666666666,2,2.0,1.3777971647482217,2372.0
8195,52north_sensorweb4r,4,34,19,2,1412239387000,19,4,4,5,6,3,3,False,2506,35,1272,1.0,2.0,0.038461538461538464,1.0,0.015384615384615384,2.0,0.030769230769230767,5,1.8947368421052633,3.7111489278021152,2045.4736842105265
8197,edzer_trajectories,3,4,18,5,1393409244000,28,4,0,4,9,6,6,True,1442,14,170,17.0,4.0,0.125,2.0,0.0625,4.0,0.125,4,1.7857142857142858,5.477800667758359,2385.0714285714284
8198,mobilizingcs_mobilizeprime,8,50,14,1,1362169540000,40,3,5,5,2,3,3,False,781,41,6,0.0,0.0,0.0,2.0,0.057142857142857134,2.0,0.057142857142857134,5,2.1666666666666665,4.7204739680912615,2466.0
8199,rundel_rgeos,1,3,6,4,1324272240000,92,1,3,3,3,9,9,True,2004,16,237,893.0,0.0,0.0,1.0,0.1111111111111111,2.0,0.16666666666666666,3,2.2,4.7989878694374415,2956.0
8201,kylebittinger_kylemisc,0,1,3,0,1392648508000,4,2,0,1,1,0,0,False,94,5,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6666666666666665,2.8210081511900604,2858.666666666666
8205,jasenfinch_orbifiemisc,0,2,6,2,1432834601000,15,1,0,1,0,0,0,False,1317,63,200,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.4,2.2828693624538485,3291.0
8208,ropensci_webchem,7,103,9,0,1425566510000,58,3,5,8,6,15,15,True,1790,17,1492,3.0,0.0,0.0,4.0,0.125,4.0,0.125,8,1.8571428571428568,2.209019126294252,1563.857142857143
8211,rbas2015_causalfx,0,6,4,0,1432051915000,8,2,1,1,1,1,1,True,1361,7,1037,1.0,1.0,0.25,1.0,0.5,1.0,0.25,1,2.0,1.9720057845410168,2554.5
8212,azvoleff_wrspathrow,0,1,5,1,1389118827000,17,1,1,1,2,0,0,True,72,3,55,4.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,1,2.0,9.239685616782268,2509.0
8213,thomasp85_panvizgenerator,0,1,7,5,1416822117000,10,1,2,2,2,4,4,False,660,7,287,1.0,1.0,0.16666666666666666,2.0,0.16666666666666666,2.0,0.16666666666666666,2,1.4285714285714286,3.9074292395126,1642.0
8216,leeper_openfda,0,1,2,0,1396099091000,1,1,3,3,0,1,1,False,6,1,21,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,3,2.0,2.572435395458105,1277.0
8217,ropensci_antweb,2,15,5,0,1385251168000,45,4,4,5,2,5,5,True,281,8,272,4.0,0.0,0.0,3.0,0.15,3.0,0.125,5,1.5,2.5805439388638045,2078.75
8220,nzrlic_rlplots,2,15,8,1,1433293539000,37,2,2,2,0,0,0,False,3120,75,1113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.625,1.7806381090221608,2284.75
8229,ginagruenhage_cmdsr,0,3,6,0,1383655800000,5,2,1,1,3,2,2,False,641,9,171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.333333333333333,2.2709714194314508,2869.333333333333
8231,danielg7_rfemo,0,14,6,1,1426274328000,7,1,1,1,0,0,0,False,133,6,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.833333333333333,4.3555024038458905,1642.0
8232,flow-r_ngsflows,2,0,7,7,1445267745000,12,1,1,1,0,0,0,False,1542,24,643,2.0,2.0,0.3333333333333333,2.0,0.3333333333333333,2.0,0.3333333333333333,1,1.1428571428571428,4.7252134244544175,697.8571428571429
8238,hadley_mutatr,0,1,1,0,1250172062000,5,1,0,2,1,7,7,True,329,8,108,13.0,,,,,,,2,1.0,1.8826563507414567,3102.0
8239,brechtdv_daly,0,3,0,3,1373042455000,8,1,1,2,2,0,0,True,2136,44,287,0.0,,,,,,,2,,,
8240,jakobbossek_smoof,11,60,13,1,1406803183000,37,6,7,9,7,5,5,True,3867,165,2676,7.0,5.0,0.16666666666666666,13.0,0.2888888888888889,13.0,0.2888888888888889,9,2.0,3.1976382311695057,2067.833333333333
8246,jknowles_ewstools,7,29,16,1,1384205271000,29,3,4,5,9,8,8,False,1446,11,671,9.0,2.0,0.07407407407407407,3.0,0.06666666666666668,3.0,0.06666666666666668,5,2.6666666666666665,3.2227331898309077,2724.5
8247,jpellman_textgridr,0,4,0,0,1376169490000,5,2,1,2,2,3,3,False,322,22,280,0.0,,,,,,,2,,,
8248,nektar-io_report-template,2,3,3,1,1385409840000,3,2,2,2,0,0,0,False,120,3,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.6666666666666667,2.268304620203602,1995.0
8250,emunozh_heat,0,3,1,0,1425533038000,3,1,1,1,0,0,0,True,440,3,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.8826563507414567,3102.0
8255,pnnl_qfeature,1,21,5,1,1429573463000,16,1,0,2,4,1,1,False,773,18,770,1.0,0.0,0.0,2.0,0.25,2.0,0.25,2,2.0,1.9189916014404056,2524.4
8256,yhat_db.r,4,5,7,1,1415401681000,21,1,5,5,2,27,27,True,303,2,91,0.0,0.0,0.0,3.0,0.2,3.0,0.2,5,1.6666666666666667,2.0939128285473947,2615.333333333333
8263,aramette_otu2ot,0,2,1,0,1412667564000,1,1,3,3,2,6,6,False,380,14,47,0.0,,,,,,,3,4.0,2.23565441650548,3102.0
8265,infotroph_ggplotticks,3,0,3,0,1368465339000,9,1,1,1,2,7,7,False,151,4,49,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1,2.0,1.227154330421629,2189.5
8266,mcrojo_gssa,1,0,3,1,1431727343000,5,2,0,1,1,0,0,False,44,3,4,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1,1.6666666666666667,4.3794913848648624,1155.3333333333333
8267,mikemeredith_best,3,2,3,0,1364602047000,20,1,4,5,1,2,2,True,1096,16,187,20.0,0.0,0.0,2.0,0.2,2.0,0.2,5,1.5,1.9958578102796103,2737.0
8268,paleolimbot_rcanvec,0,2,5,0,1443638960000,22,1,2,2,0,3,3,True,1074,10,454,4.0,2.0,0.5,1.0,0.125,2.0,0.25,2,1.6,5.796795735330412,1787.2
8269,ramhiser_sparsediscrim,3,30,7,0,1287099501000,54,1,4,4,2,3,3,True,1390,22,2079,2.0,0.0,0.0,5.0,0.4166666666666667,7.0,0.5833333333333334,4,2.0,2.009651279658963,2432.833333333333
8271,eblondel_cleangeo,2,7,5,1,1411486286000,14,1,3,3,1,19,19,True,125,6,217,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.6,5.201730736279262,2189.6
8273,rtelmore_ballr,0,1,4,0,1446495872000,2,1,1,1,0,4,4,False,104,6,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3333333333333333,2.0214441411185167,1033.6666666666667
8274,ropengov_estc,1,5,19,4,1420560645000,12,2,2,2,1,6,6,False,1312,59,672,2.0,3.0,0.09375,2.0,0.0625,3.0,0.0625,2,1.9090909090909087,2.9416240828256344,1887.6315789473686
8276,hredestig_rosettr,0,1,10,2,1449085011000,21,3,0,2,1,0,0,False,1125,8,764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.8888888888888888,2.847112279293569,2112.0
8277,timelyportfolio_d3hiver,1,0,7,0,1436321436000,6,1,2,2,0,8,8,False,144,2,82,0.0,1.0,0.16666666666666666,2.0,0.16666666666666666,2.0,0.16666666666666666,2,1.3333333333333333,2.66837294332724,758.0
8282,mwsill_s4vd,1,0,3,1,1432713373000,6,2,0,2,1,2,2,True,886,8,98,3.0,1.0,0.5,1.0,0.5,1.0,0.5,2,2.333333333333333,0.8564108574798703,2372.0
8287,alforj_muir,1,17,4,1,1427850650000,15,1,1,1,1,8,8,True,354,4,320,0.0,0.0,0.0,1.0,0.2,1.0,0.2,1,1.3333333333333333,1.744894991640231,1155.3333333333333
8289,lgatto_msnbase,33,43,17,21,1286033256000,511,5,15,18,4,7,7,False,6990,65,1858,46.0,9.0,0.1125,24.0,0.08333333333333333,27.0,0.09375,18,2.2222222222222223,2.5476732975669663,2737.25
8293,cardiomoon_ztable,0,7,6,0,1418644707000,10,1,7,8,3,8,8,True,2169,9,719,3.0,1.0,0.25,2.0,0.0625,3.0,0.09375,8,2.25,2.7552378809038625,2323.5
8296,uchem-massbank_rmassbankextras,0,1,0,1,1387461712000,1,1,0,1,1,0,0,False,400,2,201,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1,,,
8300,stephens999_dscr,15,49,12,1,1415908003000,16,3,13,13,11,11,11,False,670,15,483,17.0,1.0,0.027777777777777776,5.0,0.03205128205128205,5.0,0.03205128205128205,13,1.8333333333333333,3.2724084842346257,1660.6363636363635
8302,kablag_rdml,4,14,18,1,1409903570000,78,4,4,4,2,6,6,True,5870,11,1850,5.0,5.0,0.08333333333333333,1.0,0.016666666666666666,6.0,0.08,4,1.5833333333333333,3.882191409114655,1002.0
8303,ramsinghlab_artemis,15,13,7,19,1431560982000,384,2,3,3,3,5,5,False,1255,39,712,6.0,5.0,0.2777777777777778,2.0,0.07407407407407407,5.0,0.1851851851851852,3,2.6666666666666665,2.7847806317794905,1185.75
8312,vqv_ggbiplot,7,19,3,1,1319385929000,2,4,18,24,43,83,83,False,141,2,99,68.0,3.0,0.25,3.0,0.04166666666666666,4.0,0.05555555555555555,24,2.0,1.8304877368810817,2504.333333333333
8316,jefferislab_rgridengineswarm,0,2,1,0,1384173023000,6,2,2,2,0,1,1,False,113,3,108,0.0,,,,,,,2,,,
8317,dgrtwo_gseama,1,0,7,4,1408738355000,3,2,2,2,2,2,2,False,429,9,311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.333333333333333,2.736074899854726,2828.333333333333
8319,pdparker_esem_package,0,1,1,0,1390298981000,3,1,2,2,0,3,3,False,341,3,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,
8322,johnbaums_trees,0,1,0,0,1422629680000,6,1,1,1,1,2,2,False,202,8,272,0.0,,,,,,,1,,,
8323,iangonzalez_semdist,1,0,0,4,1391720618000,13,1,2,2,0,0,0,False,450,4,111,0.0,0.0,0.0,1.0,0.5,1.0,0.5,2,2.0,,
8326,jbkunst_highcharter,10,30,12,1,1449846748000,45,2,13,15,10,46,46,True,3543,70,1756,0.0,1.0,0.045454545454545456,8.0,0.048484848484848485,8.0,0.048484848484848485,15,1.3636363636363635,2.3148608640908037,1669.5454545454545
8332,tengfei_visnab,1,3,7,15,1298932599000,46,3,2,2,2,10,10,False,1958,25,671,1.0,5.0,0.20833333333333331,1.0,0.0625,6.0,0.1875,2,1.4,2.0144640682095005,1596.5
8333,grayclhn_dbframe-r-library,2,12,5,2,1323373972000,14,1,1,1,0,0,0,False,354,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.8193587773975992,2737.0
8339,leeper_expresults,0,2,0,0,1370972153000,2,1,1,1,0,0,0,False,174,4,13,0.0,,,,,,,1,,,
8341,lgatto_prolocdata,3,10,0,3,1346855481000,55,2,2,2,0,1,1,False,1485,21,143,6.0,3.0,0.75,4.0,1.0,4.0,1.0,2,,,
8345,hkrefer_stepcat,1,1,1,1,1385329638000,2,1,2,2,0,1,1,False,313,1,377,0.0,,,,,,,2,,,
8347,ropengov_enigma,4,18,5,2,1397836574000,41,1,1,1,2,11,11,True,286,8,320,1.0,0.0,0.0,2.0,0.5,2.0,0.5,1,1.8,3.0936323235277983,1502.4
8351,rdeborja_plotting.general,0,1,5,1,1392004420000,13,1,1,1,2,2,2,False,437,21,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.333333333333333,1.4869186088535389,2626.0
8353,johnbaums_things,1,9,6,0,1436915567000,40,1,1,1,0,1,1,False,556,16,676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.2,7.744938983633727,2591.0
8355,sckott_inir,1,2,3,0,1438319906000,7,1,2,2,0,1,1,False,165,4,87,0.0,0.0,0.0,2.0,0.3333333333333333,2.0,0.3333333333333333,2,2.0,3.2328568213557927,1459.5
8357,jknowles_metaframe,1,3,4,1,1420226477000,7,1,1,1,1,0,0,False,543,10,303,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1,1.75,4.2848012204170045,1550.75
8361,aursiber_ade4tkgui,0,1,5,5,1445433866000,16,1,1,1,0,0,0,True,6752,30,3208,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1,1.4,1.8919277885235333,3029.2
8367,cjgb_rpython-win,0,6,1,0,1384803676000,3,1,12,13,5,16,16,False,79,7,28,0.0,,,,,,,13,,,
8369,crunch-io_rcrunch,2,8,6,1,1357697605000,265,8,3,6,3,0,0,False,4697,66,2613,0.0,2.0,0.08333333333333333,4.0,0.2222222222222222,4.0,0.13333333333333333,6,1.5,4.0049147646553935,1398.666666666667
8371,dkahle_ggmap,25,58,20,1,1322586894000,51,8,54,64,72,163,163,True,2407,38,2524,1249.0,7.0,0.09722222222222222,37.0,0.0642361111111111,43.0,0.07465277777777778,64,1.6111111111111112,2.5761900242679925,2617.1666666666665
8372,richfitz_ksi,1,2,3,0,1384751553000,1,1,4,4,1,0,0,False,369,3,71,0.0,1.0,0.5,2.0,0.25,2.0,0.25,4,2.0,3.1128730776903657,2554.5
8374,aroneklund_beeswarm,0,1,0,4,1438248049000,3,1,2,2,0,3,3,True,419,3,29,57.0,,,,,,,2,,,
8377,leipzig_berrylogo,0,2,3,0,1316106158000,1,2,2,3,1,7,7,False,13,1,17,0.0,0.0,0.0,1.0,0.1111111111111111,1.0,0.1111111111111111,3,2.333333333333333,1.4869186088535389,2626.0
8378,nignatiadis_ihw,0,2,8,7,1438870281000,23,1,2,4,1,6,6,False,911,6,440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.7142857142857142,3.1343914937625783,1954.857142857143
8381,jeffwong_imputation,3,16,6,0,1344101285000,20,1,7,8,18,17,17,True,583,11,323,20.0,2.0,1.0,2.0,0.125,2.0,0.125,8,2.25,0.5796353406299761,2615.333333333333
8386,bryanvictor_bibwrangler,3,22,2,0,1439831135000,7,3,3,3,0,0,0,False,542,10,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.5,1.6164284106778966,1459.5
8392,dakl_abscnseq,0,1,1,0,1410867838000,1,1,2,2,1,0,0,False,466,1,34,2.0,,,,,,,2,2.0,4.000730727073438,2737.0
8397,asadharis_ate,0,5,3,0,1441618068000,5,1,0,1,0,0,0,True,664,4,318,0.0,,,,,,,1,,,
